title,cast,genre
Sat Shri Akaal England,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri","Comedies, Dramas, International Movies"
Strong,Gabrielle Reece,Reality TV
Thaandavam,"Vikram, Jagapathi Babu, Anushka Shetty, Amy Jackson, Lakshmi Rai, Santhanam, Nasser, Saranya Ponvannan","Action & Adventure, International Movies, Music & Musicals"
The Birth Reborn,,"Documentaries, International Movies"
Theeya Velai Seyyanum Kumaru,"Siddarth, Santhanam, Hansika Motwani, Ganesh Venkatraman, RJ Balaji, Bosskey, Manobala, Chitra Lakshmanan","Comedies, International Movies, Music & Musicals"
Three Wives One Husband,,"British TV Shows, International TV Shows, Reality TV"
Tiger,"Sippy Gill, Ihana Dhillon, Yograj Singh, Yashpal Sharma, Deedar GIll, Rahul Jugraj, Virender Nath Lubana, Aneeta","Action & Adventure, Dramas, International Movies"
Udaan,"Rajat Barmecha, Ronit Roy, Ram Kapoor, Aayan Boradia, Manjot Singh, Anand Tiwari, Raja Hudda, Shaunak Sengupta, Varun Khettry, Akshay Sachdev","Dramas, Independent Movies, International Movies"
Vettai,"Arya, Madhavan, Sameera Reddy, Amala Paul, Nasser, Ashutosh Rana, Sreejith Ravi, Muthukumar","Action & Adventure, International Movies, Music & Musicals"
Wake Up Sid,"Ranbir Kapoor, Konkona Sen Sharma, Shruti Bapna, Krutika Bolaki, Namit Das, Munir Kabani, Mohsin Ali Khan, Anupam Kher, Rahul Khanna, Kainaz Motivala","Comedies, International Movies, Romantic Movies"
We Are Family,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha","Dramas, International Movies"
What the Jatt!!,"Harish Verma, Isha Rikhi, Vipul Roy, Binnu Dhillon, Poonam Rajput, B.N. Sharma, Satti Sembi","Comedies, International Movies, Romantic Movies"
Zindagi Kitni Haseen Hay,"Feroze Khan, Sajal Ali, Jibrayl Ahmed Rajput, Alyy Khan, Shafqat Cheema, Nayyar Ejaz, Rashid Farooqi","Dramas, International Movies, Romantic Movies"
Big Miracle,"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","Children & Family Movies, Dramas"
Paradise Lost,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli","Dramas, Independent Movies, International Movies"
Animal World,"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke","Action & Adventure, International Movies, Sci-Fi & Fantasy"
Hold the Dark,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie","Action & Adventure, Dramas"
Lessons from a School Shooting: Notes from Dunblane,,Documentaries
Made in Mexico,,"International TV Shows, Reality TV, Spanish-Language TV Shows"
Reboot: The Guardian Code,"Ty Wood, Sydney Scotia, Ajay Friese, Gabriel Darku, Hannah Vandenbygaart, Timothy E. Brummund, Bob Frazer, Octavian Kaul, Nicholas Lea, Kirsten Robek, Alex Zahara",Kids' TV
Skylanders Academy,"Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","Kids' TV, TV Comedies"
The 3rd Eye,"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman","Horror Movies, International Movies"
Two Catalonias,,"Documentaries, International Movies"
In Darkness,"Natalie Dormer, Ed Skrein, Emily Ratajkowski, Neil Maskell, Jan Bijvoet, James Cosmo, Joely Richardson","Independent Movies, International Movies, Thrillers"
Battlefish,,"Reality TV, Science & Nature TV, TV Action & Adventure"
DRAGON PILOT: Hisone & Masotan,"Misaki Kuno, Tomoyo Kurosawa, Maki Kawase, Satomi Arai, Kaori Nazuka, Romi Park, Yuki Kaji, Yukitoshi Tokumoto, Rie Kugimiya, Junichi Suwabe, Jouji Nakata","Anime Series, International TV Shows"
Maniac,"Emma Stone, Jonah Hill, Justin Theroux, Sally Field, Gabriel Byrne, Sonoya Mizuno, Julia Garner, Billy Magnussen, Jemima Kirke","TV Comedies, TV Dramas, TV Mysteries"
Quincy,Quincy Jones,"Documentaries, Music & Musicals"
Rafinha Bastos: Ultimatum,Rafinha Bastos,Stand-Up Comedy
The Good Cop,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.","Crime TV Shows, TV Comedies, TV Dramas"
Mobile Suit Gundam UC,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara","Anime Series, International TV Shows"
Transformers: Rescue Bots,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White",Kids' TV
Al Hayba,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef","Crime TV Shows, International TV Shows, TV Dramas"
American Vandal,"Tyler Alvarez, Griffin Gluck, Jimmy Tatro, Camille Hyde, Lou Wilson, Eduardo Franco, Jessica Juarez, Camille Ramsey, Calum Worthy, G. Hannelius, Karly Rothenberg","Crime TV Shows, TV Comedies, Teen TV Shows"
Boca Juniors Confidential,,"Docuseries, International TV Shows, Spanish-Language TV Shows"
Ingobernable,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Norm Macdonald Has a Show,,"Stand-Up Comedy & Talk Shows, TV Comedies"
Super Monsters Monster Party,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",Kids' TV
The Angel,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Dramas, International Movies, Thrillers"
The Land of Steady Habits,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais","Comedies, Dramas, Independent Movies"
The Rise of Phoenixes,"Chen Kun, Ni Ni, Zhao Lixin, Ni Dahong, Yuan Hong, Wang Ou, Bai Jinting, Zhang Xiaochen, Mei Ting, Liu Mintao, Yu Mingjia, Hou Yansong, Hai Yitian, Shi An, Shao Tong","International TV Shows, Romantic TV Shows, TV Action & Adventure"
Reversing Roe,"Ricki Stern, Annie Sundberg",Documentaries
Life,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin","International TV Shows, Korean TV Shows, TV Dramas"
On My Skin,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora","Dramas, International Movies"
Daniel Sloss: Live Shows,Daniel Sloss,"Stand-Up Comedy & Talk Shows, TV Comedies"
If I were an Animal,"Zachary Young, Fleur Delahunty","Docuseries, Kids' TV, Science & Nature TV"
The Resistance Banker,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert","Dramas, International Movies"
Show Me the Money,"Afdlin Shauki, Patrick Teoh, Mano Maniam, Rashid Salleh, Soefira Jaafar, Nell Ng, Juliana Ibrahim, Wandy She","International TV Shows, TV Comedies"
Transformers Prime,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs, Kevin Michael Richardson, Tania Gunadi, Josh Keaton, Steve Blum, Andy Pessoa, Ernie Hudson, Daran Norris, Will Friedle",Kids' TV
Transformers: Robots in Disguise,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton, Mitchell Whitfield, Stuart Allan, Ted McGinley, Peter Cullen",Kids' TV
City of Joy,,Documentaries
First and Last,,Docuseries
Marvel's Iron Fist,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey","Crime TV Shows, TV Action & Adventure, TV Dramas"
Next Gen,"John Krasinski, Charlyne Yi, Jason Sudeikis, Michael Peña, David Cross, Constance Wu","Children & Family Movies, Comedies, Sci-Fi & Fantasy"
Sierra Burgess Is A Loser,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz","Comedies, Romantic Movies"
Stretch Armstrong & the Flex Fighters,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",Kids' TV
The Most Assassinated Woman in the World,"Anna Mouglalis, Niels Schneider, André Wilms, Michel Fau, Sissi Duparc, Jean-Michel Balthazar, Julie Recoing, Eric Godon, Maya Coline, Constance Dollé","Dramas, International Movies, Thrillers"
PK,"Aamir Khan, Anuskha Sharma, Sanjay Dutt, Saurabh Shukla, Parikshat Sahni, Sushant Singh Rajput, Boman Irani, Rukhsar","Comedies, Dramas, International Movies"
The Debt Collector,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd",Action & Adventure
Monkey Twins,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang","Crime TV Shows, International TV Shows, TV Action & Adventure"
Quantico,"Priyanka Chopra, Josh Hopkins, Jake McLaughlin, Aunjanue Ellis, Yasmine Al Massri, Johanna Braddy, Tate Ellington, Graham Rogers, Anabelle Acosta, Russell Tovey, Blair Underwood, Pearl Thusi","Crime TV Shows, TV Dramas, TV Mysteries"
Age of Rebellion,"Peter Ho, Jeanine Yang, Tammy Chen, Jason Tsou, Chang Ting-hu, Nana Lee, Nien Hsuan Wu","Crime TV Shows, International TV Shows, TV Dramas"
Carbon,"Benoît Magimel, Gringe, Idir Chender, Laura Smet, Michaël Youn, Dani, Patrick Catalifo, Gérard Depardieu","Dramas, International Movies, Thrillers"
Garbage,"Tanmay Dhanania, Trimala Adhikari, Satarupa Das, Satchit Puranik, Gitanjali Dang, Shruti Viswan, Nikhil Chopra, Krish Moitra","Dramas, Independent Movies, International Movies"
​​Kuch Bheege Alfaaz,"Geetanjali Thapa, Zain Khan Durrani, Shray Rai Tiwari, Mona Ambegaonkar, Chandreyee Ghosh, Barun Chanda, Saheb Bhattacharjee, Shefali Chauhan","Dramas, Independent Movies, International Movies"
Love and Shukla,"Saharsh Kumar Shukla, Taneea Rajawat, Hima Singh, Aparna Upadhyay, Loknath Tiwari, Sambhaji Sasane","Dramas, Independent Movies, International Movies"
Once Again,"Shefali Shah, Neeraj Kabi, Rasika Dugal, Bidita Bag, Priyanshu Painyuli, Bhagwan Tiwari","Dramas, Independent Movies, International Movies"
Sisters,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski","International TV Shows, TV Comedies, TV Dramas"
Sparring,"Mathieu Kassovitz, Olivia Merilahti, Souleymane M'Baye, Billie Blain, Malik Bine, Zakariya Gouram, Jolente De Keersmaeker, Lyes Salem, Ali Labidi, David Saracino","Dramas, International Movies, Sports Movies"
Cathedral of the Sea,"Daniel Grao, Ginés García Millán, Óscar Hernández, Alain Hernández, Nora Navas, Lucía Díez, Jorge Kent, Ali El Aziz, Julia Carnero, David Venancio Muro, Jonás Beramí, Hugo Arbues, Natalia de Molina","International TV Shows, Spanish-Language TV Shows, TV Dramas"
Inside the Criminal Mind,,"Crime TV Shows, Docuseries, International TV Shows"
The Comedy Lineup,"Michelle Buteau, Ian Karmel, Taylor Tomlinson, Sam Jay, Phil Wang, Sabrina Jalees, Jak Knight, Tim Dillon","Stand-Up Comedy & Talk Shows, TV Comedies"
The Laws of Thermodynamics,"Vito Sanz, Berta Vázquez, Chino Darín, Vicky Luengo, Andrea Ros, Irene Escolar, Josep Maria Pou, Daniel Sánchez Arévalo","Comedies, International Movies, Romantic Movies"
Ultimate Beastmaster,"Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone",Reality TV
Ultimate Beastmaster México,"Luis Ernesto Franco, Inés Sainz, Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Rafinha Bastos, Anderson Silva, Sylvester Stallone","Reality TV, Spanish-Language TV Shows"
Undercover Law,"Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Naam Shabana,"Tapsee Pannu, Akshay Kumar, Manoj Bajpayee, Prithviraj Sukumaran, Danny Denzongpa, Anupam Kher, Zakir Hussain, Virendra Saxenda","Action & Adventure, International Movies"
Qarib Qarib Singlle,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala","Comedies, International Movies, Romantic Movies"
Spyder,"Mahesh Babu, Rakul Preet Singh, S.J. Surya, Bharath Srinivasan, Priyadarshi Pullikonda, RJ Balaji","Action & Adventure, International Movies"
Chicken Soup for the Soul's Being Dad,,Docuseries
Maria Bamford: The Special Special Special,"Maria Bamford, Wayne Federman, Jackie Kashian",Stand-Up Comedy
Bert Kreischer: Secret Time,Bert Kreischer,Stand-Up Comedy
GHOUL,"Radhika Apte, Manav Kaul, Ratnabali Bhattacharjee, Mahesh Balraj","International TV Shows, TV Dramas, TV Horror"
One Last Shot,"Robb Wells, John Paul Tremblay, John Dunsworth",Comedies
Take My Brother Away,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan","International TV Shows, TV Comedies, TV Dramas"
The After Party,"Kyle Harvey, Harrison Holzer, Teyana Taylor, Shelley Hennig, Wiz Khalifa, Blair Underwood, Jordan Rock, Amin Joseph, Andy Buckley, Jamie Choi","Comedies, Music & Musicals"
The Innocents,"Sorcha Groundsell, Percelle Ascott, Guy Pearce, Sam Hazeldine, Nadine Marshall, Jóhannes Haukur Jóhannesson, Laura Birn, Ingunn Beate Øyen, Arthur Hughes, Trond Fausa, Lise Risom Olsen, Philip Wright","British TV Shows, International TV Shows, Romantic TV Shows"
Bareilly Ki Barfi,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal","Comedies, Dramas, International Movies"
Mersal,"Joseph Vijay, S.J. Surya, Kajal Aggarwal, Samantha Ruth Prabhu, Nithya Menon, Vadivelu, Sathyaraj","Action & Adventure, Dramas, International Movies"
Mom,"Sridevi, Akshaye Khanna, Sajal Ali, Nawazuddin Siddiqui, Adnan Siddiqui, Pitobash, Abhimanyu Singh, Vikas Verma","Dramas, International Movies, Thrillers"
Pad Man,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om","Dramas, International Movies, Romantic Movies"
Toilet: Ek Prem Katha,"Akshay Kumar, Bhumi Pednekar, Divyendu Sharma, Atul Srivastava, Anupam Kher, Ayesha Raza Mishra, Mukesh S Bhatt, Shubha Khote, Sudhir Pandey","Comedies, Dramas, International Movies"
Party Monster: Scratching the Surface,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant",Comedies
Stay Here,"Genevieve Gorder, Peter Lorimer",Reality TV
The Motive,"Javier Gutiérrez, María León, Adelfa Calvo, Adriana Paz, Tenoch Huerta, Rafael Téllez, Antonio de la Torre","Comedies, Dramas, International Movies"
To All the Boys I’ve Loved Before,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Andrew Bachelor, Trezzo Mahoro, Madaleine Arthur, Israel Broussard, Emilija Baranac, John Corbett","Comedies, International Movies, Romantic Movies"
Yoo Byung Jae: Discomfort Zone,Yoo Byung Jae,Stand-Up Comedy
Bhavesh Joshi Superhero,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi","Dramas, International Movies, Sci-Fi & Fantasy"
For Here or to Go?,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson","Comedies, Dramas, Independent Movies"
72 Dangerous Animals: Asia,Bob Brisbane,"Docuseries, International TV Shows, Science & Nature TV"
Afflicted,,"Docuseries, Reality TV, Science & Nature TV"
All About the Washingtons,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",TV Comedies
The Guernsey Literary and Potato Peel Pie Society,"Lily James, Michiel Huisman, Penelope Wilton, Tom Courtenay, Jessica Brown Findlay, Katherine Parkinson, Matthew Goode","Dramas, Romantic Movies"
The Package,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",Comedies
Zion,Zion Clark,"Documentaries, Sports Movies"
Perdida,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Dramas, International Movies, Thrillers"
The Originals,"Joseph Morgan, Daniel Gillies, Phoebe Tonkin, Charles Michael Davis, Leah Pipes, Danielle Campbell, Claire Holt, Steven Krueger","TV Dramas, TV Horror, TV Mysteries"
Pretty Man,"Sierra Li, Dylan Xiong, Yu Yi Jie, Zhao Yao Ke, Tien Hsin","International TV Shows, Romantic TV Shows, TV Dramas"
On Children,"Chuan-Chen Yeh, Chung Hsin-ling, Frances Wu, Chiung-Hsuan Hsieh, Su-Yun Ko, Ivy Yin, Gingle Wang, Hsiu-Fu Liu, Tzu-Chuan Liu, Yu-Xuan Wang","International TV Shows, TV Dramas, TV Mysteries"
2 States,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma","Comedies, Dramas, International Movies"
Baaghi,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu, Paras Arora, Sunil Grover, Sourav Chakraborty, Shaurya Bhardawaj","Action & Adventure, International Movies"
Brij Mohan Amar Rahe,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli","Comedies, Dramas, International Movies"
Flavors of Youth: International Version,"Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","Anime Features, International Movies, Romantic Movies"
Cocaine Coast,"Javier Rey, Tristán Ulloa, Antonio Durán 'Morris', Carlos Blanco, Manuel Lourenzo, Jana Pérez, Xosé Antonio Touriñán, Isabel Naveira, Eva Fernández, Juan Pablo Shuk","Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
Dinotrux Supercharged,"Andrew Francis, Richard Ian Cox, Brian Drummond, Matt Hill, Ashleigh Ball, Paul Dobson",Kids' TV
Like Father,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman","Comedies, Dramas"
7 Khoon Maaf,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma","Dramas, International Movies, Thrillers"
Chillar Party,"Irfan Khan, Raju, Sanath Menon, Rohan Grover, Naman Jain, Aarav Khanna, Vishesh Tiwari, Chinmai Chandranshuh, Vedant Desai, Shriya Sharma, Divji Handa","Children & Family Movies, Comedies, Dramas"
Fashion,"Priyanka Chopra, Kangana Ranaut, Mugdha Godse, Arbaaz Khan, Arjan Bajwa, Raj Babbar, Kiran Juneja, Samir Soni","Dramas, International Movies"
